0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0539053307735117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0882773371853166,0.0,0.0,0.0979507264275784,0.0764506427067059,0.0,0.0,0.0,0.0,0.0404433582514258,0.0
0.0727311083191974,0.0,0.1173085749877567,0.1410141453027128,0.0862702010954093,0.080105544782932,0.0785065030820985,0.1618033539994104,0.0639925891285182,0.4368709079253252,0.1723547121482477,0.0508268725004247,0.0,0.0848496754629265,0.0
0.0507028538819322,0.5312394335469103,0.2371669284767076,0.2902867837052606,0.2519027946304705,0.0,0.0687162286303126,0.0777775216505406,0.1410221131837182,0.1483077308333645,0.0,0.0707979257476616,0.2673065859024316,0.1362794115258032,0.0
0.0416778641665984,0.1803175515328005,0.0,0.1952737016994285,0.3480029684861431,0.0636317683526063,0.6238064127236234,0.113201455230447,0.3552513500708673,0.1541216708610369,0.0396302995911351,0.1542668261335941,0.1421129596491511,0.0751660937177281,0.0
0.0885617557386867,0.653880017425496,0.1790661765980677,0.1877995874787009,0.3373327885242895,0.0738927921965592,0.326567018006856,0.191772209208558,0.1348551973278261,0.3940999231543574,0.1901538863831919,0.0540830242495279,0.3035208521854441,0.2555698276899851,0.0
0.0425107885211436,0.2186556005907286,0.2282260367763674,0.0894265367291859,0.08315030334748,0.0852881195801068,0.0,0.4971138717258997,0.0758323546290341,0.080078190027408,0.0730075365705555,0.0411663901871942,0.0404158323925192,0.2019476493676519,0.0
0.0795243305304015,0.0,0.1551710064162086,0.0869504921943481,0.3257950450945352,0.0572970428872653,0.0682966091403209,0.1658051007961477,0.102567902143609,0.1537180171834148,0.0475688984717492,0.1096200853331053,0.0,0.0,0.0
0.0539822137423841,0.0382695867558601,0.0844717828275999,0.0,0.0,0.0,0.1316510712206558,0.0,0.0,0.089246006057831,0.2020894800089456,0.0,0.0166962015243021,0.0106685914660604,0.0
0.0,0.1036773400747933,0.1659177274542915,0.070361840071864,0.0,0.0777882828799099,0.0718024588320437,0.0346469325464162,0.0462729696805852,0.0,0.097825341828652,0.1306525794439959,0.0244556680816684,0.086318378100234,0.0
0.0,0.3414273890146937,0.0559333470567928,0.0479298668354911,0.0,0.0863454684621581,0.0,0.0,0.0821668073476643,0.0,0.0,0.0049504155402895,0.0393229431451436,0.0254428047407932,0.0
0.0232317228997012,0.0027866003809303,0.1977931208331507,0.0,0.0,0.0881364775365619,0.0,0.0050860882525405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0116933078042344,0.0,0.0,0.0672414828026171,0.0,0.0,0.0434182579951786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.008388297081259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066337749861653,0.0,0.0
0.0,0.0,0.1059326534038236,0.0,0.0,0.0187621142255887,0.0,0.0,0.0,0.0,5.000000413701855e-12,0.0573698461537756,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.063924633810356,0.0309622263992256,0.0,0.0,0.0,0.0,0.0,0.0062821848922353,0.0,0.0,0.0
