0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0975108851163544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1804257805854334,0.0881926049824952,0.0,0.0,0.0,0.0790867937296617,0.0,0.0,0.0,0.0,0.0,0.0,0.0901465427412589,0.0
0.0728673102556758,0.0942165950579504,0.0775221828151597,0.1018495677886137,0.1981464851219602,0.0,0.2703586565929058,0.0,0.0,0.0,0.0,0.161652903722661,0.0632294714485844,0.1458907435233774,0.0
0.1013051456596185,0.5695086547691048,0.1769901862471371,0.161318673052062,0.1003693598436393,0.0657090009984569,0.2544337774102951,0.0,0.3213422276862955,0.1326222139170742,0.1567657264650732,0.0611863610606478,0.252649994652098,0.2030266951475851,0.0
0.3562762473138466,0.2734637995578407,0.270224506585915,0.2575282923544509,0.335966159546331,0.2197303676822868,0.6413155159642188,0.1525169508670197,0.1386873028316988,0.1591371278592784,0.1858832028473875,0.1843764679801298,0.2831349629993775,0.1485403217645244,0.0
0.2089564553721402,0.1933558834848212,0.3289993583439708,0.0,0.4454341661434241,0.2935310719790353,0.2913880461509538,0.3186056314053633,0.3332516342703003,0.082841992441929,0.2991014357987945,0.1057433098954513,0.2258219472180921,0.2447974520398191,0.0
0.0919128358052036,0.1774445681523362,0.6004856147742728,0.125840876921757,0.1167647021060256,0.0796076303154405,0.0538791592307761,0.1463777604993454,0.201670784848627,0.0,0.0,0.0510425502592032,0.1212397473297079,0.078553196641816,0.0
0.1351214303021375,0.1733011612483693,0.1446582262846197,0.2635657933402905,0.3601748241474788,0.1354431570331433,0.1254770061306176,0.1618825291447774,0.1460806621403738,0.2020727420102149,0.3032769141691491,0.0,0.1209518826948746,0.1130091578386645,0.0
0.1330068712202266,0.0946063603556033,0.0497121226137293,0.0,0.0248681291176667,0.0836793002833454,0.0903247389266873,0.0,0.106209931548949,0.0,0.1579958350303749,0.0491881690918416,0.0415977344530348,0.0951357574235976,0.0
0.0,0.0,0.0663513558542386,0.2149778638521479,0.1533388379076663,0.0,0.1130798862660368,0.0471602759335129,0.0,0.0608511350822275,0.2387991338710529,0.0331458569171228,0.0,0.0700343871057684,0.0
0.0,0.0544443937499905,0.0714708521213976,0.0,0.0,0.0,0.0,0.0,0.1602723094653866,0.0126240800661785,0.0,0.0526741195874216,0.0793665376269192,0.0,0.0
0.0,0.0,0.0,0.0158752332374294,0.0,0.0195132668495512,0.0,0.0,0.0423011850563638,0.1280117846756626,0.0,0.0900107425098988,0.0,0.0766795901027904,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461599879267296,0.0,0.0,0.0,0.0,0.0,0.0275672342776701,0.0
0.0891819372942561,0.0546952168058118,0.0848797461605022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312035949719622,0.0,0.0
0.0750071777781109,0.0834019488138126,0.0,0.0,0.0,0.0,0.0,0.0914950903529999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1093166262851201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437126286305486,0.0,0.0,0.0209733050004211,0.0459304366525575,0.0,0.0
